,age,job,marital,education,housing,loan
1929,100,52,100,85,100,55
1930,100,75,80,100,100,55
1931,95,75,100,92,55,100
1932,95,52,80,100,100,100
1933,100,90,100,100,55,100
1934,55,85,80,100,100,100
1935,50,65,100,78,55,55
1936,100,85,80,100,100,100
1937,50,95,100,78,100,100
1938,50,65,80,64,55,100
1939,95,75,80,100,55,100
1940,55,85,80,100,100,100
1941,50,90,100,64,55,100
1942,100,85,80,100,100,100
1943,90,90,100,50,100,100
1944,95,65,100,71,100,100
1945,55,65,100,64,100,100
1946,55,85,100,85,100,100
1947,100,65,80,78,100,100
1948,50,80,70,92,100,55
1949,50,75,100,92,100,100
1950,95,85,100,85,100,100
1951,50,75,100,92,55,100
1952,90,85,100,100,100,100
1953,90,85,100,85,100,55
1954,50,70,100,85,100,100
1955,55,70,80,85,55,100
1956,95,85,80,100,55,100
1957,90,65,80,78,55,100
1958,95,75,80,85,100,100
1959,95,90,100,100,55,100
1960,100,65,100,64,55,100
1961,100,90,80,85,55,100
1962,95,75,100,92,100,100
1963,95,60,70,64,100,100
1964,95,65,100,78,50,50
1965,95,75,70,92,100,55
1966,100,85,100,85,100,100
1967,50,70,100,85,55,100
1968,50,85,100,85,100,55
1969,50,75,100,92,55,100
1970,95,85,80,100,55,100
1971,90,85,100,100,100,55
1972,55,65,100,85,55,100
1973,95,65,100,92,100,100
1974,50,75,100,85,55,100
1975,95,100,80,78,100,100
1976,100,85,80,85,100,100
1977,50,60,100,50,100,100
1978,100,75,100,92,100,100
1979,95,85,100,78,55,100
1980,50,95,100,100,55,100
1981,100,65,100,92,100,100
1982,50,75,70,100,100,100
1983,90,50,100,85,55,100
1984,95,65,100,64,55,100
1985,100,75,70,92,100,100
1986,95,65,100,85,100,100
1987,100,90,80,100,100,100
1988,50,85,70,85,55,100
1989,50,100,100,92,55,100
1990,100,52,100,50,100,100
1991,95,75,100,92,100,55
1992,95,65,80,85,100,55
1993,95,75,100,100,100,100
1994,50,65,70,64,55,100
1995,50,70,100,92,55,100
1996,90,85,100,100,55,100
1997,55,85,100,100,55,100
1998,60,95,100,100,100,100
1999,100,70,80,85,55,55
2000,100,85,100,92,55,55
2001,100,85,100,85,100,55
2002,95,85,100,85,100,100
2003,55,65,80,64,55,100
2004,100,95,100,100,50,50
2005,95,75,100,85,100,100
2006,55,65,100,64,55,100
2007,55,65,80,78,100,100
2008,95,70,70,78,100,100
2009,55,85,80,92,55,55
2010,100,65,100,78,55,100
2011,100,75,80,100,55,100
2012,50,80,100,64,55,100
2013,90,75,100,92,55,100
2014,95,65,80,71,55,100
2015,100,65,100,85,55,55
2016,55,70,80,92,100,100
2017,50,70,70,64,55,100
2018,60,85,70,85,55,100
2019,95,75,80,92,55,100
2020,50,70,100,85,100,100
2021,50,85,70,100,100,100
2022,100,85,70,100,55,100
2023,95,60,100,85,55,100
2024,100,90,80,100,100,100
2025,55,75,80,100,100,100
2026,100,85,70,85,55,100
2027,100,75,100,92,55,55
2028,100,65,100,78,55,100
2029,50,85,100,100,55,100
2030,55,55,80,85,55,100
2031,100,90,100,100,100,55
2032,50,65,100,85,100,100
2033,55,95,100,100,55,100
2034,50,75,100,78,55,100
2035,100,75,100,85,55,100
2036,100,70,80,50,55,55
2037,50,100,100,71,55,100
2038,100,75,100,100,55,55
2039,90,85,80,85,55,100
2040,100,75,80,92,100,100
2041,55,52,80,64,100,100
2042,60,80,100,64,55,100
2043,90,90,100,85,100,55
2044,55,75,80,100,100,100
2045,95,85,80,100,100,100
2046,90,65,100,64,100,100
2047,100,85,80,100,55,100
2048,95,95,80,100,55,100
2049,50,90,100,100,100,100
2050,95,95,100,78,100,100
2051,100,85,80,85,100,100
2052,50,75,80,100,55,100
2053,100,75,80,85,55,100
2054,50,85,70,71,100,100
2055,50,75,100,100,55,100
2056,90,70,100,100,100,100
2057,95,70,100,85,55,100
2058,90,100,100,64,100,100
2059,100,65,100,78,100,100
2060,100,75,100,92,100,100
2061,90,65,100,64,55,100
2062,55,65,100,85,100,100
2063,50,65,100,78,100,100
2064,50,85,100,85,100,100
2065,50,70,100,85,100,100
2066,95,75,80,92,100,100
2067,50,75,100,71,100,100
2068,90,65,100,71,100,100
2069,60,85,100,100,100,100
2070,100,90,100,100,55,100
2071,100,85,70,100,100,100
2072,90,75,100,92,55,100
2073,100,70,100,85,100,100
2074,100,60,80,85,55,100
2075,50,50,80,78,55,100
2076,50,85,100,100,100,100
2077,50,65,100,64,55,55
2078,55,75,80,92,100,100
2079,100,90,100,100,55,55
2080,90,65,100,78,55,100
2081,55,70,80,100,55,100
2082,50,90,100,78,100,100
2083,55,65,80,78,100,100
2084,90,70,100,78,55,100
2085,55,90,80,100,55,100
2086,95,65,70,85,100,100
2087,100,85,80,100,100,100
2088,50,85,80,71,100,55
2089,50,85,100,85,55,100
2090,100,90,80,100,100,55
2091,55,90,100,100,100,100
2092,95,85,80,100,100,55
2093,90,75,100,78,55,100
2094,90,60,100,100,55,100
2095,100,85,80,85,100,55
2096,50,75,100,85,100,100
2097,95,85,100,100,100,100
2098,50,75,100,71,100,100
2099,90,70,100,85,100,100
2100,100,65,100,71,55,55
2101,50,85,100,100,100,100
2102,50,85,100,100,100,100
2103,50,95,100,78,100,100
2104,55,85,100,85,55,100
2105,100,75,100,85,55,100
2106,100,60,100,64,100,100
2107,100,90,100,100,100,100
2108,100,70,100,85,100,100
2109,95,65,100,92,55,100
2110,55,85,80,85,100,55
2111,60,80,100,92,100,100
2112,55,75,100,100,100,100
2113,90,85,100,100,100,100
2114,100,85,100,100,100,100
2115,95,60,100,100,100,100
2116,55,85,100,100,55,100
2117,100,52,80,100,100,100
2118,60,65,100,64,100,100
2119,100,75,80,92,100,100
2120,50,70,100,64,100,100
2121,90,65,100,92,100,100
2122,100,85,80,100,55,55
2123,90,65,100,78,55,100
2124,100,95,80,64,100,100
2125,50,75,100,92,55,100
2126,100,85,100,100,55,100
2127,100,85,80,100,55,100
2128,50,95,100,78,100,100
2129,100,65,80,71,50,50
2130,55,85,80,100,100,100
2131,50,85,100,85,100,100
2132,55,85,80,100,55,100
2133,90,90,100,100,55,100
2134,55,85,80,100,55,100
2135,50,85,100,100,100,100
2136,95,65,100,78,55,100
2137,55,95,80,100,100,55
2138,100,85,80,100,55,100
2139,50,80,100,85,100,55
2140,100,75,80,100,100,100
2141,100,75,100,100,55,55
2142,100,70,100,92,55,100
2143,50,75,100,100,55,100
2144,100,65,100,71,100,100
2145,60,95,100,100,55,100
2146,95,85,100,92,100,100
2147,50,60,100,85,55,100
2148,95,75,100,71,55,100
2149,50,85,80,71,100,100
2150,60,60,100,64,55,55
2151,90,85,100,100,55,55
2152,90,65,80,78,100,55
2153,95,75,100,92,55,100
2154,100,95,100,100,100,100
2155,50,85,100,100,100,100
2156,50,75,70,85,100,100
2157,55,85,100,100,55,100
2158,95,65,80,85,55,100
2159,100,65,100,64,100,100
2160,55,80,80,100,100,55
2161,100,75,80,92,100,100
2162,95,85,80,85,100,100
2163,100,55,80,100,55,100
2164,50,52,100,78,100,55
2165,95,85,100,85,100,100
2166,95,85,80,85,55,55
2167,95,75,100,100,100,100
2168,100,65,100,71,100,100
2169,55,55,80,85,55,100
2170,90,65,100,78,100,100
2171,100,85,100,85,55,100
2172,95,85,80,92,55,100
2173,95,75,100,100,100,100
2174,100,65,100,78,100,100
2175,50,75,70,92,100,100
2176,90,85,70,85,55,100
2177,100,75,100,92,100,100
2178,60,75,100,92,100,100
2179,55,70,80,100,55,100
2180,100,85,70,100,55,100
2181,90,85,70,92,100,55
2182,90,75,100,100,50,50
2183,55,85,80,78,100,55
2184,90,90,100,100,55,100
2185,60,80,100,64,100,100
2186,55,65,100,78,55,55
2187,50,85,70,85,100,100
2188,50,95,100,100,55,100
2189,50,90,70,100,55,100
2190,50,52,70,85,100,100
2191,90,75,100,85,100,100
2192,50,90,100,100,55,100
2193,100,85,80,100,55,100
2194,55,55,80,92,55,100
2195,100,85,80,100,55,55
2196,100,85,100,85,55,100
2197,100,85,70,100,100,100
2198,90,100,70,64,55,100
2199,100,75,80,100,55,100
2200,95,60,70,100,55,100
2201,95,95,100,100,100,100
2202,55,75,100,100,55,100
2203,100,85,80,100,100,100
2204,50,90,100,100,100,100
2205,90,65,100,78,100,55
2206,100,85,100,100,55,100
2207,100,85,80,100,100,100
2208,60,80,100,92,100,100
2209,55,85,100,100,100,100
2210,95,100,100,50,100,100
2211,50,65,100,78,100,100
2212,100,65,100,78,100,55
2213,50,85,100,100,100,100
2214,90,65,100,71,100,100
2215,100,85,80,85,55,100
2216,55,70,80,50,100,100
2217,50,70,100,50,100,100
2218,60,85,100,100,100,100
2219,100,70,100,85,55,55
2220,100,52,100,100,55,100
2221,50,65,100,64,55,100
2222,50,85,100,78,55,100
2223,100,60,100,100,100,55
2224,100,70,80,71,50,50
2225,90,52,100,78,100,100
2226,90,60,100,64,55,100
2227,50,65,100,85,55,100
2228,90,65,100,50,55,100
2229,55,50,100,50,100,55
2230,100,95,100,100,100,100
2231,100,75,100,92,55,100
2232,55,85,80,85,55,100
2233,95,75,100,92,100,55
2234,95,85,80,100,55,55
2235,50,65,100,78,50,50
2236,60,75,70,92,100,100
2237,50,75,70,92,55,100
2238,100,85,80,85,55,100
2239,50,85,100,71,55,55
2240,95,70,80,92,100,100
2241,95,65,100,71,55,100
2242,100,90,100,85,100,100
2243,100,65,70,85,100,100
2244,55,55,80,100,100,100
2245,95,65,100,71,100,100
2246,50,75,100,100,55,100
2247,50,90,100,100,100,100
2248,55,65,100,64,100,100
2249,60,60,100,100,55,100
2250,95,65,100,78,50,50
2251,60,75,100,71,55,100
2252,50,60,100,92,55,100
2253,100,90,100,85,55,55
2254,100,52,100,78,100,100
2255,55,95,80,100,55,100
2256,50,65,100,78,100,55
2257,100,65,100,71,55,100
2258,55,85,80,100,55,100
2259,50,65,100,50,100,100
2260,55,75,80,92,100,100
2261,95,60,100,64,55,100
2262,90,85,70,85,100,100
2263,55,70,80,100,100,100
2264,50,52,100,78,100,100
2265,100,70,100,85,55,100
2266,50,85,100,92,100,100
2267,95,52,100,100,100,100
2268,90,75,70,92,55,100
2269,90,65,70,64,100,100
2270,55,85,100,85,55,55
2271,50,75,100,92,100,55
2272,90,85,100,100,55,100
2273,95,65,100,78,55,100
2274,90,70,100,100,50,50
2275,90,85,100,100,55,100
2276,55,85,80,71,100,100
2277,55,90,100,100,55,100
2278,50,60,100,100,100,100
2279,100,70,100,85,100,100
2280,50,65,70,64,100,55
2281,100,65,100,78,100,100
2282,55,85,80,100,55,100
2283,100,75,80,92,100,100
2284,95,85,100,85,100,100
2285,50,90,100,100,55,100
2286,55,65,80,78,55,100
2287,50,50,100,64,55,100
2288,95,65,100,64,55,100
2289,100,75,100,92,100,100
2290,50,65,100,64,100,55
2291,55,55,80,85,100,100
2292,50,100,70,100,100,100
2293,100,55,80,85,100,100
2294,60,90,100,100,100,100
2295,95,65,100,78,55,100
2296,90,65,100,64,55,100
2297,55,75,80,92,100,100
2298,100,85,100,85,55,100
2299,100,90,80,100,100,55
2300,95,95,100,64,55,100
2301,100,55,80,100,100,100
2302,95,85,100,85,55,100
2303,100,75,80,100,100,100
2304,95,65,100,78,55,100
2305,100,55,80,85,55,100
2306,100,70,100,85,100,100
2307,90,65,100,78,55,100
2308,95,85,80,100,100,100
2309,50,65,100,78,55,100
2310,50,80,100,100,55,100
2311,90,65,100,78,100,55
2312,55,60,100,64,55,100
2313,90,70,70,85,55,100
2314,90,65,100,92,55,55
2315,100,85,100,100,55,100
2316,55,80,70,85,55,100
2317,90,70,80,85,55,100
2318,95,85,100,85,100,55
2319,60,90,100,100,55,100
2320,55,65,80,71,55,100
2321,95,52,100,100,100,100
2322,50,70,100,71,50,50
2323,95,75,80,92,100,100
2324,90,60,100,100,55,100
2325,95,85,80,100,55,100
2326,50,85,80,100,55,55
2327,95,95,100,100,100,100
2328,55,85,80,85,100,100
2329,50,75,100,100,100,100
2330,95,85,80,100,55,100
2331,95,75,80,92,55,100
2332,60,65,100,64,100,100
2333,90,65,100,64,55,100
2334,100,65,80,100,55,100
2335,90,85,80,50,100,55
2336,55,65,100,64,55,100
2337,60,65,100,64,100,100
2338,100,95,100,100,55,100
2339,90,75,80,50,55,100
2340,90,90,100,100,55,100
2341,50,65,70,71,55,100
2342,90,65,100,78,100,100
2343,50,70,100,100,55,100
2344,55,65,100,78,55,100
2345,90,85,100,85,55,100
2346,90,75,100,100,100,100
2347,55,60,100,64,100,100
2348,100,65,100,71,100,100
2349,55,70,80,85,55,100
2350,100,95,80,100,55,100
2351,95,95,80,50,55,100
2352,100,65,100,64,55,100
2353,100,85,70,100,100,100
2354,55,95,80,50,55,100
2355,55,85,80,100,55,100
2356,50,80,100,64,55,100
2357,95,65,100,71,55,100
2358,95,85,100,85,100,100
2359,55,65,80,78,100,55
2360,50,65,100,78,55,100
2361,100,65,100,78,55,100
2362,95,75,80,100,100,100
2363,50,70,70,78,50,50
2364,55,85,100,85,55,100
2365,95,65,80,64,55,100
2366,50,75,100,92,100,55
2367,50,75,100,100,55,100
2368,90,65,80,78,100,100
2369,100,75,80,92,100,100
2370,100,90,100,85,55,100
2371,50,52,100,100,55,100
2372,90,65,80,92,55,100
2373,55,85,80,100,100,55
2374,90,85,100,100,55,100
2375,55,75,100,85,100,100
2376,100,85,80,100,100,100
2377,100,85,80,100,100,100
2378,55,85,80,78,100,100
2379,60,65,100,64,100,100
2380,50,75,100,64,50,50
2381,55,65,80,92,100,100
2382,50,75,100,92,100,100
2383,55,85,100,100,100,100
2384,100,85,80,100,100,55
2385,50,60,100,64,55,100
2386,55,65,80,50,50,50
2387,55,75,70,92,55,100
2388,95,75,100,85,55,100
2389,90,75,100,100,55,100
2390,95,85,100,85,55,100
2391,100,85,100,100,100,100
2392,60,90,100,100,55,100
2393,50,80,100,78,100,100
2394,50,75,100,92,100,100
2395,95,75,80,92,55,100
2396,50,85,100,78,55,100
2397,100,65,70,64,55,100
2398,55,65,80,78,55,100
2399,100,85,80,85,55,100
2400,60,80,100,92,100,100
2401,55,85,80,85,100,100
2402,55,85,100,85,55,100
2403,50,85,70,85,100,100
2404,100,85,100,100,55,55
2405,100,65,100,71,55,100
2406,55,75,80,100,55,100
2407,60,100,100,85,55,100
2408,90,90,100,100,55,100
2409,95,85,100,100,100,55
2410,100,95,70,78,100,100
2411,100,65,80,85,55,100
2412,95,85,80,100,100,100
2413,95,90,100,100,100,100
2414,55,65,100,78,55,100
2415,60,90,100,100,100,100
2416,90,65,100,64,100,100
2417,50,95,100,64,50,50
2418,50,90,100,100,100,100
2419,95,100,100,78,100,100
2420,95,75,80,92,55,100
2421,50,80,100,92,55,100
2422,100,85,100,100,55,100
2423,50,65,100,78,100,100
2424,100,75,100,100,55,100
2425,50,95,100,64,100,100
2426,95,70,100,85,100,100
2427,100,85,80,100,55,100
2428,90,65,100,64,100,100
2429,50,90,100,100,100,100
2430,55,85,80,85,55,100
2431,100,85,80,100,55,100
2432,90,75,100,100,100,55
2433,90,75,100,92,50,50
2434,55,65,100,78,100,100
2435,100,65,100,71,100,100
2436,50,65,100,71,55,55
2437,95,75,100,85,55,100
2438,95,65,100,78,50,50
2439,50,80,70,92,55,100
2440,60,95,100,100,55,55
2441,95,60,100,100,55,100
2442,100,85,100,85,55,100
2443,60,65,100,64,55,100
2444,90,95,100,92,50,50
2445,100,85,100,85,100,100
2446,100,65,100,78,100,100
2447,100,100,100,85,100,100
2448,90,90,100,50,100,100
2449,60,65,100,64,100,100
2450,90,85,100,100,100,100
2451,50,100,100,50,100,100
2452,50,85,100,71,100,100
2453,90,90,100,71,100,55
2454,95,85,100,85,55,100
2455,95,75,100,92,100,55
2456,60,65,100,64,55,100
2457,50,90,70,100,100,55
2458,50,85,100,100,55,100
2459,50,52,100,100,100,100
2460,50,75,70,85,100,100
2461,90,85,100,64,100,100
2462,55,65,80,85,100,55
2463,50,65,100,50,55,100
2464,50,75,100,92,55,100
2465,50,85,70,78,55,100
2466,95,65,100,78,55,100
2467,95,65,100,78,55,100
2468,50,100,80,50,55,100
2469,100,70,80,85,55,100
2470,55,90,80,100,100,100
2471,95,75,80,92,100,100
2472,55,95,100,71,100,100
2473,50,65,100,64,55,100
2474,95,75,100,100,55,100
2475,90,75,80,92,100,100
2476,100,75,100,92,55,100
2477,100,85,100,100,55,100
2478,90,75,100,92,100,100
2479,100,65,100,92,55,100
2480,100,85,80,100,100,100
2481,100,90,70,100,55,55
2482,50,85,80,100,55,100
2483,100,70,100,92,100,100
2484,50,90,100,100,100,100
2485,90,75,100,85,100,100
2486,60,65,100,92,55,100
2487,90,70,100,85,100,100
2488,95,70,100,85,100,100
2489,50,85,100,50,55,100
2490,55,65,100,71,100,100
2491,90,65,80,92,100,100
2492,100,70,100,85,55,100
2493,95,85,100,85,55,100
2494,95,85,100,85,55,100
2495,60,65,70,64,55,100
2496,55,65,80,78,100,100
2497,95,90,100,100,55,100
2498,50,70,100,85,55,55
2499,90,75,100,85,100,55
2500,50,85,100,85,55,100
2501,60,85,100,100,55,100
2502,50,70,100,85,100,100
2503,90,75,70,92,55,100
2504,90,70,100,85,100,100
2505,95,90,100,100,100,100
2506,100,75,100,92,55,100
2507,95,65,100,64,100,100
2508,50,100,100,64,100,55
2509,50,52,70,85,100,100
2510,50,65,100,85,100,100
2511,50,85,70,85,100,100
2512,50,85,100,100,55,100
2513,50,90,100,100,100,100
2514,55,85,100,85,55,100
2515,55,70,80,85,55,100
2516,100,85,80,85,55,100
2517,50,75,70,92,100,100
2518,50,60,100,92,55,100
2519,60,75,70,100,55,55
2520,100,85,80,85,55,100
2521,50,85,100,100,100,100
2522,95,85,80,64,55,100
2523,50,75,80,100,100,100
2524,100,85,80,100,100,100
2525,100,65,100,78,100,100
2526,100,65,100,71,55,100
2527,50,65,80,85,100,100
2528,50,85,70,85,100,100
2529,50,65,100,64,55,100
2530,100,100,80,100,55,100
2531,90,75,100,100,100,55
2532,50,65,50,64,55,100
2533,90,75,100,92,55,100
2534,60,85,70,100,55,100
2535,50,75,100,92,55,100
2536,95,75,100,100,100,55
2537,50,70,100,85,55,100
2538,60,95,100,78,55,100
2539,95,65,100,78,50,50
2540,95,85,80,100,100,100
2541,100,65,100,78,100,100
2542,90,85,100,71,55,100
2543,100,50,100,92,55,100
2544,100,75,80,92,100,100
2545,95,70,80,85,100,100
2546,50,70,100,78,100,100
2547,100,70,50,85,100,55
2548,55,85,80,100,100,100
2549,55,100,80,100,55,100
2550,90,85,100,100,100,100
2551,50,80,100,85,100,55
2552,100,70,80,85,55,100
2553,90,65,80,78,100,100
2554,50,65,100,85,100,55
2555,95,90,80,100,55,100
2556,60,80,100,100,100,100
2557,95,65,80,92,55,100
2558,50,95,80,64,100,100
2559,100,85,80,100,55,55
2560,90,70,100,85,55,55
2561,100,65,80,50,55,100
2562,50,85,100,100,55,100
2563,55,85,80,85,100,100
2564,95,70,100,85,55,55
2565,90,52,70,85,55,55
2566,100,75,80,100,55,100
2567,55,75,100,92,55,100
2568,60,85,100,100,100,100
2569,95,90,100,100,55,100
2570,50,85,80,100,100,100
2571,100,85,80,100,55,100
2572,100,95,100,100,100,100
2573,50,80,70,64,100,55
2574,100,70,70,85,55,100
2575,60,65,100,64,100,100
2576,95,75,100,92,55,100
2577,50,75,70,85,100,100
2578,60,85,100,50,100,100
2579,55,85,100,100,100,100
2580,55,85,100,100,100,100
2581,100,85,100,100,100,100
2582,95,75,100,92,55,100
2583,50,70,100,78,100,100
2584,95,65,100,50,55,100
2585,100,95,100,100,100,55
2586,90,90,70,78,100,100
2587,95,65,100,78,100,100
2588,100,75,80,100,100,55
2589,90,65,100,85,100,100
2590,55,90,80,100,100,100
2591,95,90,70,50,55,55
2592,50,80,100,64,55,55
2593,100,70,80,100,100,100
2594,95,65,100,71,100,100
2595,90,65,100,64,55,100
2596,60,60,100,64,100,100
2597,95,65,100,78,55,100
2598,100,65,100,78,100,100
2599,50,100,100,78,100,100
2600,50,90,100,100,55,100
2601,55,65,100,78,55,100
2602,50,85,80,50,55,100
2603,50,85,100,92,100,55
2604,95,85,80,92,100,100
2605,55,75,100,92,55,100
2606,55,65,100,78,100,100
2607,50,65,70,78,100,55
2608,95,60,100,78,100,100
2609,55,85,80,85,100,100
2610,100,85,80,100,55,100
2611,95,85,80,100,100,100
2612,50,90,100,100,55,100
2613,50,90,100,92,50,50
2614,60,80,70,100,100,100
2615,95,65,70,92,100,100
2616,100,85,80,100,55,100
2617,50,75,100,92,100,100
2618,60,85,100,100,55,100
2619,100,65,100,78,100,100
2620,100,65,100,78,55,100
2621,100,65,100,85,100,100
2622,90,65,100,78,100,100
2623,95,65,100,64,100,100
2624,100,75,100,85,55,100
2625,100,85,100,85,50,50
2626,100,75,100,71,100,100
2627,90,70,100,85,100,100
2628,50,85,100,100,55,100
2629,55,55,80,85,55,100
2630,90,85,100,50,55,100
2631,95,65,100,71,100,100
2632,90,95,100,100,100,100
2633,90,75,100,92,100,100
2634,100,85,100,100,55,100
2635,95,85,70,100,100,100
2636,95,65,100,85,55,100
2637,95,65,80,85,55,100
2638,50,90,70,100,55,100
2639,90,75,80,92,100,100
2640,95,75,80,85,55,100
2641,55,70,80,85,100,100
2642,100,75,80,92,100,55
2643,100,70,100,85,55,100
2644,90,70,100,50,55,55
2645,95,70,80,100,100,100
2646,60,65,100,64,100,100
2647,50,85,100,100,100,100
2648,50,70,100,64,100,100
2649,95,90,100,100,100,55
2650,90,70,70,85,55,100
2651,50,65,100,71,100,55
2652,95,55,80,50,100,100
2653,100,85,80,85,100,100
2654,55,85,80,85,100,100
2655,60,80,100,100,55,100
2656,95,100,100,100,100,100
2657,95,90,100,85,100,100
2658,50,85,100,64,100,100
2659,90,85,70,100,55,100
2660,90,65,100,78,100,100
2661,50,85,100,100,55,100
2662,100,90,100,100,55,100
2663,90,85,80,85,55,100
2664,60,65,100,64,100,100
2665,50,75,70,92,100,100
2666,95,65,100,71,100,100
2667,50,70,70,85,55,100
2668,60,85,100,92,100,55
2669,95,70,100,78,55,55
2670,55,85,80,100,100,100
2671,50,90,100,92,100,100
2672,95,90,70,100,100,100
2673,100,85,80,92,55,55
2674,100,75,100,100,55,55
2675,55,70,100,85,100,100
2676,90,70,100,85,100,55
2677,55,70,80,85,100,100
2678,55,95,80,100,55,100
2679,90,85,100,78,100,100
2680,95,65,100,78,55,100
2681,50,85,70,100,100,100
2682,55,100,100,64,100,100
2683,55,90,70,85,55,100
2684,50,85,70,100,100,55
2685,55,85,70,100,100,100
2686,55,65,80,71,55,100
2687,95,65,70,78,100,100
2688,95,75,80,100,55,55
2689,60,85,100,92,100,100
2690,100,75,100,92,100,100
2691,100,65,100,71,55,55
2692,50,95,100,92,100,100
2693,100,85,100,85,55,100
2694,55,60,100,85,100,100
2695,95,70,100,85,55,100
2696,100,85,100,100,55,100
2697,90,90,80,85,55,100
2698,55,85,100,85,100,100
2699,50,85,100,85,55,100
2700,95,85,80,100,55,100
2701,50,90,100,78,100,55
2702,95,75,70,92,100,100
2703,50,85,70,78,100,100
2704,100,65,100,78,100,55
2705,50,70,80,50,55,100
2706,100,90,70,71,100,100
2707,50,60,70,64,100,100
2708,95,75,80,92,55,100
2709,55,50,80,100,100,100
2710,50,90,80,100,100,100
2711,90,52,70,78,55,100
2712,50,80,100,85,100,100
2713,60,75,100,100,55,100
2714,55,65,100,64,100,100
2715,100,52,100,78,100,100
2716,55,70,80,85,55,100
2717,50,60,100,92,100,55
2718,100,65,80,85,100,100
2719,90,65,100,78,50,50
2720,100,65,80,78,55,100
2721,50,70,100,85,100,100
2722,100,85,100,100,100,100
2723,50,70,70,64,55,100
2724,95,75,100,92,100,100
2725,60,65,100,64,55,100
2726,55,75,100,100,55,55
2727,55,85,80,100,100,100
2728,50,85,100,85,100,100
2729,50,75,80,100,55,100
2730,90,95,100,100,100,100
2731,90,90,100,85,55,100
2732,100,75,80,100,100,100
2733,100,65,100,71,100,100
2734,100,65,100,85,55,100
2735,90,90,100,50,55,100
2736,100,65,100,100,55,55
2737,60,60,100,64,55,100
2738,100,85,100,100,100,100
2739,55,85,80,100,100,55
2740,55,65,80,78,55,100
2741,95,70,100,85,100,100
2742,50,95,100,100,100,100
2743,100,65,100,78,100,100
2744,50,75,100,92,55,100
2745,95,75,100,85,50,50
2746,50,80,100,92,55,100
2747,95,100,100,78,100,55
2748,90,90,100,78,100,100
2749,50,75,100,92,100,55
2750,50,90,100,64,55,55
2751,100,65,80,71,55,100
2752,55,85,80,85,55,100
2753,95,75,80,92,100,100
2754,100,100,100,100,100,100
2755,100,75,100,100,55,100
2756,50,75,100,50,55,100
2757,100,85,100,100,100,100
2758,50,85,70,85,100,100
2759,55,70,70,85,55,55
2760,55,85,80,100,100,100
2761,50,90,100,85,55,100
2762,95,85,100,85,55,100
2763,55,65,80,78,55,100
2764,60,75,70,64,100,100
2765,50,50,80,85,100,100
2766,55,65,100,71,55,100
2767,50,80,70,85,100,55
2768,55,80,100,64,100,55
2769,50,85,100,85,55,100
2770,90,65,80,50,55,100
2771,50,90,100,100,100,100
2772,50,85,100,85,55,100
2773,55,90,80,100,55,100
2774,100,52,80,100,55,100
2775,90,75,100,78,100,55
2776,50,65,100,64,55,100
2777,50,75,70,92,55,100
2778,95,90,100,100,55,100
2779,90,65,100,64,55,100
2780,100,75,100,100,100,100
2781,90,75,100,92,55,100
2782,50,85,70,100,55,100
2783,100,65,80,78,100,100
2784,100,70,100,64,55,100
2785,90,75,100,92,100,100
2786,95,70,100,85,55,100
2787,100,75,80,92,100,100
2788,100,90,70,100,100,100
2789,100,75,80,85,100,100
2790,90,75,100,71,100,100
2791,60,80,70,100,100,100
2792,55,75,100,50,100,100
2793,90,70,80,85,55,100
2794,50,70,100,78,55,100
2795,95,90,100,85,55,100
2796,95,65,100,92,100,100
2797,50,70,100,78,55,100
2798,100,85,50,100,100,100
2799,50,70,100,85,55,100
2800,95,90,100,100,55,100
2801,50,90,100,100,55,100
2802,95,85,100,100,55,100
2803,100,75,100,92,100,100
2804,50,100,100,85,100,100
2805,50,100,70,100,55,55
2806,55,55,80,64,100,55
2807,50,85,100,78,100,100
2808,50,52,100,71,100,100
2809,50,65,100,78,50,50
2810,50,75,100,50,100,100
2811,95,85,80,85,100,100
2812,100,75,100,92,100,55
2813,95,95,100,78,55,100
2814,95,70,80,92,100,100
2815,100,85,100,85,100,100
2816,95,65,100,78,55,100
2817,90,90,70,100,100,100
2818,95,52,80,92,55,100
2819,60,80,100,92,55,100
2820,55,65,80,50,55,100
2821,95,85,100,85,55,100
2822,100,85,80,100,100,100
2823,100,75,80,92,55,100
2824,90,65,100,64,100,55
2825,90,85,100,100,100,55
2826,60,85,100,92,50,50
2827,50,85,100,100,100,55
2828,100,100,100,92,100,55
2829,50,65,70,64,100,100
2830,100,100,80,100,100,100
2831,90,65,100,78,100,100
2832,50,90,100,100,100,100
2833,55,90,80,100,55,55
2834,50,75,100,100,55,100
2835,55,65,80,64,100,100
2836,90,85,80,100,55,55
2837,50,65,100,71,100,100
2838,100,70,100,85,55,100
2839,95,65,80,78,100,100
2840,55,65,80,78,55,100
2841,60,65,100,50,100,100
2842,100,85,100,85,50,50
2843,100,95,80,100,100,55
2844,100,65,80,71,100,100
2845,95,85,70,100,100,100
2846,60,80,100,64,55,100
2847,100,85,80,85,100,100
2848,100,65,100,78,55,100
2849,90,75,100,92,100,100
2850,100,55,80,92,55,100
2851,95,50,100,78,55,100
2852,100,85,80,100,55,100
2853,50,90,100,78,100,100
2854,55,70,100,85,55,55
2855,55,55,80,92,55,100
2856,100,85,100,100,100,100
2857,55,75,80,100,100,100
2858,90,65,100,71,100,100
2859,55,70,80,85,100,100
2860,55,70,80,78,100,55
